@relation AAc_Train

@attribute A numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute K numeric
@attribute L numeric
@attribute M numeric
@attribute N numeric
@attribute P numeric
@attribute Q numeric
@attribute R numeric
@attribute S numeric
@attribute T numeric
@attribute V numeric
@attribute W numeric
@attribute Y numeric
@attribute Label {thermo,meso}

@data
0.042105,0,0.035088,0.02807,0.035088,0.073684,0.045614,0.087719,0.05614,0.126316,0.007018,0.049123,0.052632,0.05614,0.021053,0.087719,0.070175,0.091228,0.010526,0.024561,meso
0.097643,0.013468,0.053872,0.047138,0.057239,0.06734,0.010101,0.060606,0.090909,0.084175,0.026936,0.053872,0.050505,0.030303,0.040404,0.063973,0.043771,0.06734,0.003367,0.037037,meso
0.077586,0.045977,0.034483,0.037356,0.063218,0.020115,0.022989,0.074713,0.020115,0.132184,0.04023,0.034483,0.048851,0.028736,0.057471,0.094828,0.051724,0.068966,0.011494,0.034483,meso
0.109635,0.0299,0.046512,0.033223,0.0299,0.063123,0.023256,0.049834,0.053156,0.119601,0.019934,0.036545,0.053156,0.033223,0.039867,0.069767,0.076412,0.069767,0.009967,0.033223,meso
0.066716,0.018532,0.059674,0.094885,0.031875,0.062268,0.021127,0.042995,0.078947,0.091549,0.021868,0.036323,0.060044,0.041142,0.060786,0.080801,0.050408,0.044848,0.011861,0.023351,meso
0.043038,0.012658,0.055696,0.078481,0.070886,0.04557,0.017722,0.053165,0.118987,0.121519,0.012658,0.053165,0.017722,0.020253,0.037975,0.086076,0.043038,0.068354,0.007595,0.035443,meso
0.067818,0.01233,0.046856,0.051788,0.057953,0.057953,0.02836,0.087546,0.04439,0.103576,0.022195,0.027127,0.033292,0.035758,0.050555,0.071517,0.053021,0.090012,0.01233,0.045623,meso
0.059172,0.011834,0.04142,0.023669,0.100592,0.12426,0,0.136095,0.005917,0.130178,0.017751,0.035503,0.035503,0.023669,0.053254,0.047337,0.059172,0.04142,0.017751,0.035503,meso
0.058989,0.019663,0.042135,0.030899,0.061798,0.073034,0.02809,0.087079,0.067416,0.078652,0.033708,0.022472,0.05618,0.014045,0.064607,0.120787,0.047753,0.061798,0.008427,0.022472,meso
0.037406,0.017456,0.062344,0.069825,0.052369,0.057357,0.01995,0.094763,0.067332,0.092269,0.022444,0.057357,0.057357,0.042394,0.049875,0.074813,0.032419,0.057357,0.007481,0.027431,meso
0.05379,0,0.06357,0.04401,0.026895,0.046455,0.022005,0.07824,0.05379,0.105134,0.012225,0.070905,0.04401,0.03912,0.07335,0.129584,0.041565,0.056235,0.00978,0.02934,meso
0.052326,0.017442,0.061047,0.078488,0.040698,0.052326,0.023256,0.052326,0.075581,0.110465,0.020349,0.037791,0.069767,0.052326,0.020349,0.05814,0.049419,0.069767,0.011628,0.046512,meso
0.113949,0.011788,0.056974,0.058939,0.035363,0.100196,0.015717,0.068762,0.037328,0.088409,0.02947,0.02554,0.037328,0.031434,0.074656,0.064833,0.053045,0.070727,0.005894,0.019646,meso
0.057377,0.019126,0.038251,0.040984,0.02459,0.07377,0.030055,0.060109,0.032787,0.092896,0.021858,0.043716,0.090164,0.04918,0.076503,0.125683,0.032787,0.057377,0.008197,0.02459,meso
0.065147,0.022801,0.04886,0.071661,0.032573,0.094463,0.016287,0.039088,0.04886,0.071661,0.032573,0.016287,0.045603,0.032573,0.035831,0.114007,0.084691,0.087948,0.006515,0.032573,meso
0.110599,0.009217,0.050691,0.101382,0.02765,0.082949,0.013825,0.092166,0.073733,0.096774,0.0553,0.036866,0.02765,0.02765,0.018433,0.046083,0.064516,0.059908,0.004608,0,meso
0.035023,0.001843,0.117972,0.112442,0.023963,0.050691,0.023963,0.047926,0.091244,0.070968,0.015668,0.084793,0.032258,0.035023,0.034101,0.114286,0.048848,0.031336,0.002765,0.024885,meso
0.06087,0.026087,0.008696,0.156522,0.034783,0.113043,0,0.078261,0.034783,0.069565,0.008696,0.034783,0.086957,0.026087,0.043478,0.069565,0.043478,0.069565,0,0.034783,meso
0.129118,0.024442,0.040383,0.053666,0.015409,0.107864,0.020723,0.015409,0.030818,0.082891,0.013284,0.006376,0.11424,0.031881,0.082359,0.103082,0.049416,0.05898,0.010096,0.009564,meso
0.026455,0.034392,0.060847,0.047619,0.055556,0.042328,0.018519,0.063492,0.108466,0.074074,0.013228,0.111111,0.037037,0.034392,0.018519,0.082011,0.047619,0.07672,0.005291,0.042328,meso
0.045802,0,0.076336,0.038168,0.030534,0.053435,0.015267,0.045802,0.045802,0.076336,0.015267,0.061069,0.038168,0.038168,0.068702,0.061069,0.099237,0.160305,0,0.030534,meso
0.122807,0,0.052632,0.070175,0.031579,0.05614,0.014035,0.059649,0.084211,0.133333,0.021053,0.02807,0.045614,0.031579,0.066667,0.045614,0.042105,0.070175,0,0.024561,meso
0.141935,0.006452,0.03871,0.045161,0.032258,0.032258,0,0.051613,0.058065,0.135484,0.012903,0.032258,0.064516,0.045161,0.064516,0.045161,0.083871,0.064516,0.012903,0.032258,meso
0.031746,0.008403,0.065359,0.051354,0.041083,0.036415,0.031746,0.062558,0.071895,0.098973,0.018674,0.063492,0.064426,0.045752,0.046685,0.087768,0.062558,0.056956,0.006536,0.047619,meso
0.10395,0.012474,0.043659,0.064449,0.051975,0.112266,0.018711,0.064449,0.064449,0.072765,0.033264,0.024948,0.056133,0.02079,0.039501,0.064449,0.064449,0.056133,0.006237,0.024948,meso
0.047619,0,0.071429,0.071429,0.017857,0.065476,0.035714,0.095238,0.065476,0.113095,0.005952,0.053571,0.047619,0.029762,0.041667,0.035714,0.059524,0.077381,0.029762,0.035714,meso
0.053191,0.074468,0.037234,0.047872,0.047872,0.074468,0.031915,0.042553,0.037234,0.085106,0.037234,0.021277,0.079787,0.037234,0.074468,0.085106,0.037234,0.047872,0.021277,0.026596,meso
0.089674,0.008152,0.0625,0.089674,0.059783,0.078804,0.024457,0.057065,0.0625,0.067935,0.024457,0.040761,0.043478,0.043478,0.032609,0.048913,0.054348,0.065217,0.01087,0.035326,meso
0.050637,0.027975,0.064802,0.044972,0.03789,0.086756,0.02762,0.044972,0.03187,0.087819,0.01983,0.048867,0.048513,0.03789,0.062677,0.090652,0.067989,0.063385,0.012748,0.042139,meso
0.057471,0.032184,0.036782,0.073563,0.02069,0.032184,0.018391,0.071264,0.066667,0.124138,0.032184,0.048276,0.03908,0.036782,0.057471,0.103448,0.055172,0.066667,0.009195,0.018391,meso
0.092332,0.00626,0.056338,0.037559,0.051643,0.071987,0.01252,0.061033,0.018779,0.118936,0.01252,0.032864,0.048513,0.032864,0.081377,0.064163,0.057903,0.086072,0.028169,0.028169,meso
0.078212,0,0.039106,0.100559,0.044693,0.050279,0.005587,0.100559,0.089385,0.156425,0.011173,0.061453,0.005587,0.061453,0.055866,0.027933,0.061453,0.044693,0,0.005587,meso
0.126214,0,0.019417,0,0.067961,0.067961,0.067961,0.048544,0.097087,0.116505,0.019417,0.029126,0.097087,0.029126,0.038835,0.058252,0.029126,0.029126,0,0.058252,meso
0.072464,0.028986,0.072464,0.048309,0.033816,0.086957,0.019324,0.086957,0.033816,0.101449,0.033816,0.028986,0.033816,0.033816,0.067633,0.067633,0.067633,0.028986,0.009662,0.038647,meso
0.055944,0.002331,0.030303,0.067599,0.081585,0.065268,0.013986,0.100233,0.083916,0.102564,0.011655,0.076923,0.032634,0.041958,0.018648,0.079254,0.044289,0.044289,0.009324,0.037296,meso
0.059395,0.021598,0.053996,0.075594,0.028078,0.049676,0.035637,0.030238,0.070194,0.069114,0.017279,0.035637,0.080994,0.036717,0.071274,0.136069,0.070194,0.035637,0.0054,0.017279,meso
0.071146,0.031621,0.051383,0.051383,0.037549,0.051383,0.023715,0.033597,0.049407,0.055336,0.019763,0.045455,0.106719,0.049407,0.05336,0.092885,0.061265,0.051383,0.01581,0.047431,meso
0.090615,0.012945,0.05178,0.042071,0.05178,0.064725,0.02589,0.061489,0.035599,0.10356,0.02589,0.035599,0.058252,0.064725,0.064725,0.064725,0.05178,0.058252,0.006472,0.029126,meso
0.111111,0.002268,0.052154,0.058957,0.036281,0.077098,0.006803,0.040816,0.049887,0.068027,0.038549,0.049887,0.045351,0.058957,0.047619,0.054422,0.063492,0.086168,0.013605,0.038549,meso
0.037383,0.009346,0.037383,0.084112,0.028037,0.046729,0.018692,0.093458,0.102804,0.074766,0.028037,0.037383,0.046729,0.056075,0.056075,0.065421,0.046729,0.084112,0.018692,0.028037,meso
0.1125,0.0125,0.079167,0.075,0.0125,0.029167,0.020833,0.075,0.025,0.125,0.041667,0.075,0.033333,0.033333,0.083333,0.05,0.041667,0.05,0,0.025,meso
0.100304,0,0.051672,0.097264,0.042553,0.06079,0.024316,0.069909,0.051672,0.106383,0.012158,0.024316,0.054711,0.042553,0.079027,0.042553,0.069909,0.039514,0.009119,0.021277,meso
0.121212,0.005051,0.106061,0.055556,0.020202,0.040404,0.070707,0.020202,0.050505,0.050505,0.010101,0.060606,0.090909,0.030303,0.040404,0.045455,0.121212,0.050505,0.005051,0.005051,meso
0.067204,0.020161,0.063172,0.073925,0.031586,0.035618,0.018145,0.040995,0.088038,0.101478,0.028898,0.040323,0.047715,0.059812,0.055108,0.068548,0.058468,0.060484,0.007392,0.03293,meso
0.03861,0.007722,0.069498,0.100386,0.050193,0.081081,0.007722,0.065637,0.073359,0.119691,0.023166,0.046332,0.030888,0.027027,0.050193,0.065637,0.034749,0.069498,0.015444,0.023166,meso
0.054945,0.003663,0.07326,0.102564,0.021978,0.051282,0.018315,0.040293,0.087912,0.102564,0.018315,0.032967,0.065934,0.047619,0.058608,0.054945,0.047619,0.087912,0.003663,0.025641,meso
0.0626,0.030498,0.049759,0.072231,0.043339,0.038523,0.019262,0.044944,0.049759,0.091493,0.033708,0.038523,0.041734,0.043339,0.048154,0.083467,0.0626,0.078652,0.019262,0.048154,meso
0.03527,0.002075,0.047718,0.120332,0.039419,0.095436,0.026971,0.026971,0.045643,0.053942,0.024896,0.043568,0.10166,0.043568,0.087137,0.068465,0.033195,0.078838,0.002075,0.022822,meso
0.136986,0.013699,0.050228,0.059361,0.027397,0.068493,0.018265,0.027397,0.018265,0.127854,0.013699,0.031963,0.073059,0.041096,0.073059,0.054795,0.068493,0.082192,0,0.013699,meso
0.120301,0.018797,0.026316,0.056391,0.007519,0.048872,0.022556,0.015038,0.015038,0.195489,0.007519,0.003759,0.052632,0.078947,0.082707,0.06391,0.086466,0.052632,0.018797,0.026316,meso
0.10962,0.011186,0.038031,0.076063,0.035794,0.076063,0.008949,0.071588,0.049217,0.09396,0.017897,0.035794,0.049217,0.017897,0.044743,0.098434,0.042506,0.089485,0.008949,0.024609,meso
0.057884,0.013972,0.063872,0.051896,0.043912,0.107784,0.023952,0.053892,0.03992,0.095808,0.027944,0.027944,0.063872,0.033932,0.051896,0.093812,0.043912,0.047904,0.02994,0.025948,meso
0.074278,0.02751,0.041265,0.066025,0.041265,0.07978,0.030261,0.053645,0.05227,0.099037,0.037139,0.03989,0.016506,0.031637,0.03989,0.093535,0.055021,0.074278,0.01238,0.034388,meso
0.059451,0.018293,0.051829,0.094512,0.04878,0.067073,0.022866,0.050305,0.050305,0.099085,0.021341,0.045732,0.064024,0.028963,0.056402,0.068598,0.042683,0.054878,0.02439,0.030488,meso
0.062857,0.034286,0.028571,0.028571,0.074286,0.04,0.017143,0.045714,0.045714,0.131429,0.017143,0.051429,0.051429,0.062857,0.028571,0.074286,0.097143,0.045714,0.034286,0.028571,meso
0.034314,0.009804,0.02451,0.034314,0.078431,0.02451,0.039216,0.107843,0.073529,0.102941,0.009804,0.142157,0.029412,0.029412,0.034314,0.078431,0.063725,0.029412,0.009804,0.044118,meso
0.064987,0.013263,0.041114,0.059682,0.035809,0.05305,0.033156,0.06366,0.045093,0.133952,0.038462,0.038462,0.041114,0.03183,0.058355,0.066313,0.061008,0.096817,0.007958,0.015915,meso
0.063282,0.013981,0.050773,0.07947,0.025754,0.082414,0.027226,0.016188,0.047829,0.067697,0.014717,0.02649,0.108168,0.058867,0.077263,0.131714,0.037528,0.044886,0.011773,0.013981,meso
0.045455,0.039526,0.045455,0.086957,0.031621,0.037549,0.041502,0.027668,0.061265,0.073123,0.031621,0.061265,0.061265,0.071146,0.05336,0.106719,0.057312,0.039526,0.009881,0.017787,meso
0.046602,0.007767,0.060194,0.062136,0.058252,0.069903,0.019417,0.050485,0.067961,0.112621,0.04466,0.052427,0.056311,0.029126,0.062136,0.046602,0.050485,0.069903,0.015534,0.017476,meso
0.110787,0.008746,0.055394,0.081633,0.023324,0.086006,0.020408,0.034985,0.040816,0.100583,0.010204,0.016035,0.059767,0.034985,0.080175,0.039359,0.074344,0.08309,0.008746,0.030612,meso
0.04,0.018462,0.046154,0.081026,0.053333,0.036923,0.02359,0.055385,0.048205,0.141538,0.030769,0.04,0.043077,0.058462,0.041026,0.054359,0.070769,0.073846,0.013333,0.029744,meso
0.08209,0.007463,0.067164,0.11194,0.029851,0.059701,0.014925,0.059701,0.08209,0.11194,0.029851,0.029851,0.037313,0.052239,0.067164,0.029851,0.037313,0.059701,0,0.029851,meso
0.072464,0.043478,0.028986,0.077295,0.057971,0.062802,0.062802,0.043478,0.009662,0.130435,0.019324,0.004831,0.082126,0.028986,0.086957,0.077295,0.038647,0.048309,0.014493,0.009662,meso
0.088462,0.015385,0.042308,0.053846,0.038462,0.065385,0.019231,0.026923,0.030769,0.1,0.034615,0.080769,0.046154,0.053846,0.057692,0.138462,0.042308,0.038462,0.003846,0.023077,meso
0.082192,0.013699,0.089041,0.054795,0.034247,0.041096,0,0.041096,0.034247,0.109589,0.020548,0.068493,0.034247,0.041096,0.061644,0.082192,0.061644,0.061644,0.006849,0.061644,meso
0.07837,0.021944,0.040752,0.047022,0.047022,0.068966,0.043887,0.047022,0.047022,0.103448,0.018809,0.037618,0.053292,0.050157,0.043887,0.081505,0.059561,0.065831,0.015674,0.028213,meso
0.073333,0.028333,0.048333,0.066667,0.04,0.07,0.025,0.031667,0.043333,0.088333,0.02,0.028333,0.076667,0.031667,0.06,0.095,0.043333,0.076667,0.013333,0.04,meso
0.087571,0.002825,0.053672,0.081921,0.045198,0.070621,0.028249,0.059322,0.070621,0.087571,0.042373,0.053672,0.036723,0.019774,0.033898,0.053672,0.067797,0.062147,0.011299,0.031073,meso
0.061329,0.011925,0.035775,0.051107,0.054514,0.076661,0.035775,0.063032,0.051107,0.083475,0.027257,0.068143,0.09029,0.025554,0.034072,0.052811,0.051107,0.064736,0.02385,0.037479,meso
0.049869,0.005249,0.073491,0.081365,0.049869,0.065617,0.015748,0.11811,0.097113,0.081365,0.023622,0.062992,0.031496,0.007874,0.052493,0.049869,0.034121,0.052493,0.007874,0.03937,meso
0.073379,0.006826,0.054608,0.051195,0.03413,0.042662,0.015358,0.069966,0.052901,0.129693,0.018771,0.095563,0.03413,0.068259,0.035836,0.066553,0.05802,0.040956,0.011945,0.039249,meso
0.094303,0.007859,0.049116,0.066798,0.043222,0.096267,0.033399,0.060904,0.047151,0.08055,0.02947,0.033399,0.027505,0.039293,0.068762,0.064833,0.062868,0.05501,0.015717,0.023576,meso
0.123932,0.004274,0.051282,0.038462,0.051282,0.047009,0.059829,0.068376,0.029915,0.106838,0.017094,0.008547,0.059829,0.025641,0.081197,0.102564,0.051282,0.055556,0.012821,0.004274,meso
0.057831,0.053012,0.050602,0.019277,0.038554,0.081928,0.028916,0.057831,0.031325,0.060241,0.016867,0.060241,0.13012,0.031325,0.033735,0.101205,0.055422,0.026506,0.021687,0.043373,meso
0.061489,0.012945,0.048544,0.064725,0.045307,0.106796,0.032362,0.035599,0.067961,0.10356,0.032362,0.029126,0.035599,0.045307,0.048544,0.080906,0.035599,0.058252,0.016181,0.038835,meso
0.076046,0,0.060837,0.095057,0.026616,0.041825,0.026616,0.041825,0.072243,0.136882,0.019011,0.026616,0.079848,0.064639,0.045627,0.079848,0.045627,0.030418,0.011407,0.019011,meso
0.069834,0.026331,0.050372,0.072696,0.048655,0.03091,0.023469,0.056669,0.065827,0.125358,0.0166,0.04751,0.038924,0.052662,0.035489,0.074986,0.054951,0.065255,0.01431,0.029193,meso
0.114551,0,0.06192,0.071207,0.021672,0.068111,0.012384,0.058824,0.077399,0.077399,0.034056,0.043344,0.052632,0.021672,0.043344,0.027864,0.068111,0.117647,0.012384,0.01548,meso
0.030657,0.00146,0.115328,0.068613,0.023358,0.055474,0.011679,0.043796,0.09781,0.048175,0.013139,0.070073,0.049635,0.048175,0.10073,0.119708,0.035036,0.037956,0.00292,0.026277,meso
0.069343,0.006083,0.085158,0.091241,0.027981,0.055961,0.017032,0.048662,0.116788,0.104623,0.024331,0.047445,0.037713,0.040146,0.048662,0.06691,0.043796,0.045012,0.006083,0.017032,meso
0.084656,0.021164,0.031746,0.068783,0.084656,0.132275,0.031746,0.031746,0.026455,0.084656,0.015873,0.010582,0.05291,0.042328,0.079365,0.047619,0.037037,0.095238,0.010582,0.010582,meso
0.059102,0.042553,0.070922,0.061466,0.033097,0.08747,0.028369,0.080378,0.068558,0.059102,0.028369,0.037825,0.047281,0.021277,0.033097,0.061466,0.054374,0.082742,0.009456,0.033097,meso
0.092664,0.059846,0.013514,0.025097,0.054054,0.065637,0.03668,0.042471,0.030888,0.144788,0.017375,0.017375,0.069498,0.040541,0.034749,0.088803,0.042471,0.063707,0.025097,0.034749,meso
0.090395,0.071563,0.022599,0.071563,0.022599,0.109228,0.041431,0.011299,0.039548,0.052731,0.001883,0.018832,0.107345,0.050847,0.126177,0.062147,0.047081,0.028249,0.00565,0.018832,meso
0.036832,0.001842,0.025783,0.027624,0.121547,0.040516,0.007366,0.127072,0.049724,0.149171,0.009208,0.073665,0.023941,0.025783,0.036832,0.075506,0.055249,0.062615,0.020258,0.029466,meso
0.077187,0.003431,0.039451,0.150943,0.001715,0.036021,0.006861,0.027444,0.09777,0.106346,0.034305,0.053173,0.02916,0.06518,0.060034,0.09777,0.051458,0.044597,0.003431,0.013722,meso
0.023158,0.014737,0.04,0.058947,0.048421,0.044211,0.016842,0.107368,0.058947,0.126316,0.012632,0.111579,0.035789,0.04,0.033684,0.098947,0.065263,0.027368,0.004211,0.031579,meso
0.053191,0.007092,0.028369,0.053191,0.028369,0.102837,0.021277,0.031915,0.046099,0.053191,0.031915,0.031915,0.092199,0.031915,0.056738,0.141844,0.074468,0.056738,0.014184,0.042553,meso
0.085714,0.005195,0.057143,0.064935,0.033766,0.05974,0.018182,0.072727,0.096104,0.077922,0.031169,0.038961,0.041558,0.033766,0.064935,0.049351,0.038961,0.067532,0.023377,0.038961,meso
0.054108,0.016032,0.056112,0.0501,0.036072,0.056112,0.032064,0.104208,0.054108,0.092184,0.024048,0.08016,0.034068,0.038076,0.032064,0.08016,0.0501,0.06012,0.014028,0.036072,meso
0.072797,0.015326,0.045977,0.063218,0.047893,0.084291,0.015326,0.030651,0.051724,0.105364,0.011494,0.028736,0.086207,0.045977,0.061303,0.076628,0.045977,0.078544,0.015326,0.017241,meso
0.065327,0.015075,0.042714,0.055276,0.057789,0.072864,0.035176,0.065327,0.047739,0.070352,0.020101,0.055276,0.037688,0.040201,0.052764,0.050251,0.077889,0.077889,0.022613,0.037688,meso
0.139535,0.008568,0.083231,0.059976,0.034272,0.082007,0.026928,0.029376,0.019584,0.083231,0.015912,0.02448,0.077111,0.035496,0.077111,0.031824,0.058752,0.064871,0.025704,0.022032,meso
0.056429,0.022143,0.038571,0.075714,0.039286,0.037143,0.017143,0.065714,0.071429,0.123571,0.012143,0.055714,0.040714,0.040714,0.036429,0.123571,0.057857,0.057143,0.009286,0.019286,meso
0.059649,0.032281,0.061754,0.070877,0.032982,0.061754,0.022456,0.039298,0.055439,0.090526,0.027368,0.065263,0.061053,0.044912,0.029474,0.096842,0.050526,0.067368,0.008421,0.021754,meso
0.080366,0.019329,0.045778,0.059003,0.030519,0.034588,0.016277,0.068159,0.070193,0.104781,0.028484,0.04883,0.039674,0.034588,0.055951,0.105799,0.074262,0.061038,0.007121,0.015259,meso
0.07362,0.055215,0.02454,0.01227,0.09816,0.055215,0.055215,0.02454,0,0.110429,0.02454,0.04908,0.042945,0.02454,0.042945,0.08589,0.079755,0.104294,0.006135,0.030675,meso
0.025974,0.012987,0.045455,0.090909,0.051948,0.038961,0.032468,0.097403,0.116883,0.11039,0.006494,0.077922,0.012987,0.051948,0.045455,0.058442,0.038961,0.058442,0.006494,0.019481,meso
0.051724,0.011494,0.051724,0.043103,0.04023,0.091954,0.037356,0.037356,0.086207,0.091954,0.017241,0.04023,0.077586,0.037356,0.051724,0.051724,0.060345,0.066092,0.028736,0.025862,meso
0.064952,0.00836,0.064952,0.07074,0.05209,0.049518,0.019936,0.055949,0.065595,0.099678,0.021222,0.047588,0.046302,0.045659,0.045016,0.071383,0.048232,0.069453,0.014148,0.039228,meso
0.067797,0.019774,0.079096,0.056497,0.056497,0.056497,0.016949,0.064972,0.053672,0.090395,0.042373,0.050847,0.045198,0.025424,0.039548,0.079096,0.064972,0.056497,0.008475,0.025424,meso
0.049356,0.006438,0.042918,0.077253,0.036481,0.053648,0.012876,0.072961,0.111588,0.070815,0.023605,0.060086,0.030043,0.04721,0.034335,0.107296,0.066524,0.066524,0.012876,0.017167,meso
0.109626,0.005348,0.064171,0.080214,0.013369,0.085561,0.008021,0.034759,0.026738,0.144385,0.013369,0.008021,0.034759,0.024064,0.096257,0.07754,0.058824,0.09893,0,0.016043,meso
0.166667,0.026667,0.053333,0.046667,0.026667,0.053333,0.006667,0.04,0.013333,0.106667,0.02,0.013333,0.086667,0.053333,0.106667,0.026667,0.08,0.046667,0.013333,0.013333,meso
0.19802,0.00495,0.019802,0.044554,0.014851,0.089109,0.014851,0.014851,0.039604,0.054455,0.039604,0.019802,0.128713,0.064356,0.054455,0.029703,0.059406,0.094059,0.00495,0.009901,meso
0.014085,0.098592,0.056338,0.049296,0.028169,0.042254,0.028169,0.049296,0.021127,0.119718,0.042254,0.014085,0.077465,0.049296,0.021127,0.077465,0.084507,0.084507,0.014085,0.028169,meso
0.070866,0.047244,0.023622,0.047244,0.102362,0.031496,0.023622,0.062992,0.110236,0.055118,0.047244,0.047244,0.031496,0.047244,0.03937,0.062992,0.062992,0.070866,0,0.015748,meso
0.020725,0.103627,0.064767,0.033679,0.119171,0.059585,0.023316,0.046632,0.012953,0.19171,0.033679,0.012953,0.015544,0.007772,0.056995,0.051813,0.015544,0.072539,0.007772,0.049223,meso
0.162983,0.019337,0.063536,0.033149,0.024862,0.132597,0.013812,0.038674,0.005525,0.08011,0.024862,0.013812,0.058011,0.019337,0.041436,0.041436,0.08011,0.124309,0.008287,0.013812,meso
0.166467,0.002395,0.064671,0.065868,0.009581,0.08024,0.022754,0.013174,0.009581,0.14012,0.00479,0.005988,0.069461,0.027545,0.111377,0.049102,0.052695,0.079042,0.016766,0.008383,meso
0.031496,0.007874,0.023622,0.031496,0.031496,0.062992,0.015748,0.125984,0.125984,0.133858,0.023622,0.07874,0.015748,0.023622,0.03937,0.07874,0.047244,0.062992,0,0.03937,meso
0.148036,0.003021,0.066465,0.054381,0.02719,0.072508,0.021148,0.060423,0.033233,0.108761,0.018127,0.015106,0.048338,0.045317,0.063444,0.054381,0.069486,0.075529,0.006042,0.009063,meso
0.088926,0.018456,0.036913,0.040268,0.057047,0.08557,0.013423,0.077181,0.036913,0.105705,0.041946,0.050336,0.028523,0.035235,0.030201,0.068792,0.045302,0.083893,0.018456,0.036913,meso
0.06801,0,0.005038,0.020151,0.027708,0.06801,0.005038,0.095718,0.017632,0.100756,0.015113,0.080605,0.032746,0.037783,0.010076,0.130982,0.125945,0.115869,0.002519,0.040302,meso
